"transcript","cluster","GO"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0035176"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0035255"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0035331"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0035640"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0043005"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0043025"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0043197"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0048786"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0051968"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0060170"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0060291"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0060292"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0071625"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0098686"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0098919"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0098978"
"TRINITY_DN15920_c0_g1_i1",1,"GO:0099175"
"TRINITY_DN15921_c0_g1_i5",1,NA
"TRINITY_DN159235_c0_g1_i2",1,"GO:0002183"
"TRINITY_DN159235_c0_g1_i2",1,"GO:0003743"
"TRINITY_DN159235_c0_g1_i2",1,"GO:0005085"
"TRINITY_DN159235_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN159235_c0_g1_i2",1,"GO:0005851"
"TRINITY_DN159235_c0_g1_i2",1,"GO:0031369"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0000387"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0000398"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0000481"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0003723"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0005794"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0015030"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0016607"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0045292"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0045585"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0046540"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0071005"
"TRINITY_DN159250_c0_g1_i1",1,"GO:0071013"
"TRINITY_DN15928_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN15930_c0_g1_i5",1,NA
"TRINITY_DN15931_c0_g2_i2",1,"GO:0001843"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0001947"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0003677"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0005794"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0005813"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0005929"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0005930"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0006915"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0007224"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0010839"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0030992"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0032391"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0035720"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0036064"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0042073"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0042981"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0043616"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0044292"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0044458"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0060271"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0060972"
"TRINITY_DN15931_c0_g2_i2",1,"GO:0097546"
"TRINITY_DN15931_c0_g2_i2",1,"GO:1905515"
"TRINITY_DN159328_c0_g1_i1",1,"GO:0000978"
"TRINITY_DN159328_c0_g1_i1",1,"GO:0000981"
"TRINITY_DN159328_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN159328_c0_g1_i1",1,"GO:0006357"
"TRINITY_DN159328_c0_g1_i1",1,"GO:0046872"
"TRINITY_DN159328_c0_g1_i1",1,"GO:0048856"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0000978"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0001161"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0001228"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0001701"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0001843"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0003208"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0003382"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0003677"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0003682"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0003700"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0005911"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0006355"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0006357"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0007155"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0007420"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0008283"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0008544"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0010468"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0016020"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0021915"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0030323"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0031490"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0034329"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0035264"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0042733"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0042802"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0043010"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0043565"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0044030"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0045617"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0045893"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0045944"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0048568"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0048701"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0051973"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0060324"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0060463"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0060487"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0060672"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0061713"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0070830"
"TRINITY_DN159418_c0_g1_i1",1,"GO:0090132"
"TRINITY_DN15941_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN15945_c0_g1_i1",1,"GO:0003723"
"TRINITY_DN15945_c0_g1_i1",1,"GO:0003735"
"TRINITY_DN15945_c0_g1_i1",1,"GO:0005739"
"TRINITY_DN15945_c0_g1_i1",1,"GO:0005743"
"TRINITY_DN15945_c0_g1_i1",1,"GO:0005762"
"TRINITY_DN15945_c0_g1_i1",1,"GO:0032543"
"TRINITY_DN15951_c0_g1_i2",1,"GO:0016491"
"TRINITY_DN15960_c0_g1_i2",1,"GO:0005654"
"TRINITY_DN15960_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN15960_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN15960_c0_g1_i2",1,"GO:0006281"
"TRINITY_DN15960_c0_g1_i2",1,"GO:0007049"
"TRINITY_DN15960_c0_g1_i2",1,"GO:0031398"
"TRINITY_DN15960_c0_g1_i2",1,"GO:0070182"
"TRINITY_DN15960_c0_g1_i2",1,"GO:1990391"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0003417"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0005509"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0005576"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0007160"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0008201"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0043931"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0048471"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0060346"
"TRINITY_DN15962_c0_g1_i10",1,"GO:0062023"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005524"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005634"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005737"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005739"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005788"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005789"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005793"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005829"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0005886"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0006983"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0008180"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0009986"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0016020"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0016887"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0019904"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0021589"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0021680"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0030335"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0030433"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0030496"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0030512"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0030968"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0031072"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0031204"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0031333"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0031398"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0031625"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0034663"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0035437"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0042026"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0042149"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0042470"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0043022"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0043066"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0044183"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0051085"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0051787"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0071353"
"TRINITY_DN15963_c1_g1_i1",1,"GO:0140662"
"TRINITY_DN15963_c1_g1_i1",1,"GO:1903895"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005524"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005634"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005737"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005739"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005788"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005789"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005793"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005829"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0005886"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0006983"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0008180"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0009986"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0016020"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0016887"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0019904"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0021589"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0021680"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0030335"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0030433"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0030496"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0030512"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0030968"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0031072"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0031204"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0031333"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0031398"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0031625"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0034663"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0035437"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0042026"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0042149"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0042470"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0043022"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0043066"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0044183"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0051085"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0051787"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0071353"
"TRINITY_DN15963_c2_g1_i2",1,"GO:0140662"
"TRINITY_DN15963_c2_g1_i2",1,"GO:1903895"
"TRINITY_DN159690_c1_g1_i1",1,NA
"TRINITY_DN159843_c0_g1_i1",1,"GO:0001666"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0005220"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0005509"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0005789"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0005938"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0006816"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0015278"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0016529"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0019722"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0030424"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0030667"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0033017"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0035091"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0043235"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0044325"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0048016"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0051209"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0070679"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0071320"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0071361"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0071456"
"TRINITY_DN159843_c0_g1_i1",1,"GO:0097110"
"TRINITY_DN15987_c0_g1_i2",1,NA
"TRINITY_DN1598_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN1598_c0_g1_i1",1,"GO:0008474"
"TRINITY_DN1598_c0_g1_i1",1,"GO:0010008"
"TRINITY_DN1598_c0_g1_i1",1,"GO:0043197"
"TRINITY_DN1598_c0_g1_i1",1,"GO:0055038"
"TRINITY_DN1598_c0_g1_i1",1,"GO:0098839"
"TRINITY_DN1598_c0_g1_i1",1,"GO:0099175"
"TRINITY_DN160040_c0_g1_i1",1,NA
"TRINITY_DN16004_c0_g1_i2",1,"GO:0005509"
"TRINITY_DN16004_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN16004_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN16004_c0_g1_i2",1,"GO:0030425"
"TRINITY_DN16004_c0_g1_i2",1,"GO:0043195"
"TRINITY_DN16004_c0_g1_i2",1,"GO:0045202"
"TRINITY_DN16004_c0_g1_i2",1,"GO:0099509"
"TRINITY_DN16004_c0_g1_i2",1,"GO:1900271"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0005794"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0005874"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0007286"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0008017"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0008543"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0017134"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0034451"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0042803"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0043015"
"TRINITY_DN16016_c0_g1_i1",1,"GO:0051260"
"TRINITY_DN16028_c0_g1_i1",1,"GO:0004791"
"TRINITY_DN16028_c0_g1_i1",1,"GO:0005789"
"TRINITY_DN16028_c0_g1_i1",1,"GO:0045454"
"TRINITY_DN16029_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN16029_c0_g1_i1",1,"GO:0007274"
"TRINITY_DN16029_c0_g1_i1",1,"GO:0045202"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0000785"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0000978"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0000981"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0005654"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0006357"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0042802"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0043565"
"TRINITY_DN1602_c0_g1_i2",1,"GO:0046872"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0003677"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0005730"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0006338"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0035066"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0042393"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0043292"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0045943"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0045944"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0045945"
"TRINITY_DN160319_c0_g1_i1",1,"GO:0110016"
"TRINITY_DN160319_c0_g1_i1",1,"GO:2000779"
"TRINITY_DN160319_c0_g1_i1",1,"GO:2001032"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0001825"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0003677"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0003723"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0006368"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0006397"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0008023"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0008380"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0010793"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0031491"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0032968"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0034728"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0042393"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0045191"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0050684"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0051028"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0051147"
"TRINITY_DN16036_c0_g1_i1",1,"GO:0140673"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0000118"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0000785"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0003712"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0005654"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0006357"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0016209"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0031490"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0032454"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0046872"
"TRINITY_DN16037_c0_g1_i2",1,"GO:0140683"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0001525"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0001786"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0002080"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0005178"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0005615"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0007155"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0007338"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0009897"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0043277"
"TRINITY_DN1603_c0_g1_i1",1,"GO:0062023"
"TRINITY_DN16040_c0_g2_i1",1,"GO:0005743"
"TRINITY_DN16040_c0_g2_i1",1,"GO:0005747"
"TRINITY_DN16040_c0_g2_i1",1,"GO:0006120"
"TRINITY_DN16040_c0_g2_i1",1,"GO:0008137"
"TRINITY_DN16040_c0_g2_i1",1,"GO:0046872"
"TRINITY_DN16040_c0_g2_i1",1,"GO:0051537"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0003323"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0004674"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0004676"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0005158"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0005524"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0005886"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0005925"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0006972"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0007173"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0008286"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0010594"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0010667"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0014069"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0016004"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0016310"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0016477"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0019722"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0019901"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0030512"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0031410"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0032869"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0034122"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0035556"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0042995"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0043122"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0043204"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0043274"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0043304"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0043524"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0043536"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0045766"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0048009"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0048041"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0051281"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0071364"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0097191"
"TRINITY_DN16044_c0_g1_i2",1,"GO:0106310"
"TRINITY_DN16044_c0_g1_i2",1,"GO:1903078"
"TRINITY_DN16044_c0_g1_i2",1,"GO:1903672"
"TRINITY_DN16044_c0_g1_i2",1,"GO:1905564"
"TRINITY_DN16044_c0_g1_i2",1,"GO:1990416"
"TRINITY_DN16044_c0_g1_i2",1,"GO:2000352"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0000122"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0000123"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0000228"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0000978"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0001835"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0003682"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0003713"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0005634"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0005654"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0005737"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0006338"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0006355"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0007049"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0010628"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0019046"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0030424"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0030425"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0030674"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0031490"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0032991"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0035097"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0035774"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0042802"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0043025"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0043254"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0044545"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0044665"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0045893"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0045944"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0048188"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0050821"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0051571"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0062023"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0071339"
"TRINITY_DN1604_c1_g1_i1",1,"GO:0140297"
"TRINITY_DN1604_c1_g1_i1",1,"GO:1900095"
"TRINITY_DN16051_c0_g1_i2",1,"GO:0004648"
"TRINITY_DN16051_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN16051_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN16051_c0_g1_i2",1,"GO:0006564"
"TRINITY_DN16051_c0_g1_i2",1,"GO:0030170"
"TRINITY_DN16051_c0_g1_i2",1,"GO:0042802"
"TRINITY_DN16054_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN16054_c0_g1_i1",1,"GO:0005856"
"TRINITY_DN16054_c0_g1_i1",1,"GO:0005929"
