"transcript","cluster","GO"
"TRINITY_DN81586_c0_g1_i2",1,"GO:0000981"
"TRINITY_DN81586_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN81586_c0_g1_i2",1,"GO:0006355"
"TRINITY_DN81586_c0_g1_i2",1,"GO:0008270"
"TRINITY_DN81586_c0_g1_i2",1,"GO:0016020"
"TRINITY_DN81680_c0_g1_i4",1,NA
"TRINITY_DN81716_c0_g1_i1",1,NA
"TRINITY_DN81745_c0_g1_i1",1,"GO:0002446"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0005783"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0005789"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0007029"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0015031"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0016192"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0030223"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0038158"
"TRINITY_DN81745_c0_g1_i1",1,"GO:0050832"
"TRINITY_DN81745_c0_g1_i1",1,"GO:1990266"
"TRINITY_DN8178_c0_g1_i2",1,"GO:0005789"
"TRINITY_DN8178_c0_g1_i2",1,"GO:0030246"
"TRINITY_DN8178_c0_g1_i2",1,"GO:0032991"
"TRINITY_DN8178_c0_g1_i2",1,"GO:0043022"
"TRINITY_DN8178_c0_g1_i2",1,"GO:0160063"
"TRINITY_DN8178_c0_g1_i2",1,"GO:0160064"
"TRINITY_DN8179_c0_g1_i1",1,"GO:0003677"
"TRINITY_DN8179_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN8179_c0_g1_i1",1,"GO:0006325"
"TRINITY_DN8179_c0_g1_i1",1,"GO:0042393"
"TRINITY_DN8179_c0_g1_i1",1,"GO:0043292"
"TRINITY_DN8179_c0_g1_i1",1,"GO:0045945"
"TRINITY_DN8179_c0_g1_i1",1,"GO:0110016"
"TRINITY_DN8179_c0_g1_i1",1,"GO:2000779"
"TRINITY_DN8179_c0_g1_i1",1,"GO:2001032"
"TRINITY_DN81842_c0_g1_i2",1,NA
"TRINITY_DN81895_c0_g1_i1",1,"GO:0007088"
"TRINITY_DN81895_c0_g1_i1",1,"GO:0008270"
"TRINITY_DN81895_c0_g1_i1",1,"GO:0010948"
"TRINITY_DN81895_c0_g1_i1",1,"GO:0016567"
"TRINITY_DN81895_c0_g1_i1",1,"GO:0045835"
"TRINITY_DN81895_c0_g1_i1",1,"GO:0051321"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0003677"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0003682"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0005634"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0005730"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0006260"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0006281"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0006334"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0006337"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0031491"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0035101"
"TRINITY_DN81957_c0_g1_i4",1,"GO:0042393"
"TRINITY_DN81957_c0_g1_i4",1,"GO:1902275"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0005096"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0005925"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0007420"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0008277"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0031267"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0032012"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0036465"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0045202"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0046872"
"TRINITY_DN81965_c0_g1_i1",1,"GO:0098793"
"TRINITY_DN8196_c0_g1_i1",1,"GO:0005509"
"TRINITY_DN8196_c0_g1_i1",1,"GO:0005576"
"TRINITY_DN8196_c0_g1_i1",1,"GO:0007155"
"TRINITY_DN8196_c0_g1_i1",1,"GO:0010811"
"TRINITY_DN81980_c0_g1_i1",1,"GO:0004303"
"TRINITY_DN81980_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN81980_c0_g1_i1",1,"GO:0006706"
"TRINITY_DN81980_c0_g1_i1",1,"GO:0042802"
"TRINITY_DN81980_c0_g1_i1",1,"GO:0047045"
"TRINITY_DN8198_c0_g1_i8",1,NA
"TRINITY_DN81996_c0_g1_i1",1,NA
"TRINITY_DN81_c0_g1_i2",1,"GO:0000902"
"TRINITY_DN81_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN81_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN81_c0_g1_i2",1,"GO:0006915"
"TRINITY_DN81_c0_g1_i2",1,"GO:0007411"
"TRINITY_DN81_c0_g1_i2",1,"GO:0030031"
"TRINITY_DN81_c0_g1_i2",1,"GO:0030833"
"TRINITY_DN81_c0_g1_i2",1,"GO:0031175"
"TRINITY_DN81_c0_g1_i2",1,"GO:0031209"
"TRINITY_DN81_c0_g1_i2",1,"GO:0031267"
"TRINITY_DN81_c0_g1_i2",1,"GO:0043005"
"TRINITY_DN81_c0_g1_i2",1,"GO:0045202"
"TRINITY_DN81_c0_g1_i2",1,"GO:0045862"
"TRINITY_DN81_c0_g1_i2",1,"GO:0048471"
"TRINITY_DN81_c0_g1_i2",1,"GO:0051388"
"TRINITY_DN81_c0_g1_i2",1,"GO:0097484"
"TRINITY_DN81_c0_g1_i2",1,"GO:0098609"
"TRINITY_DN82034_c0_g1_i2",1,"GO:0003723"
"TRINITY_DN82034_c0_g1_i2",1,"GO:0005730"
"TRINITY_DN82034_c0_g1_i2",1,"GO:0042274"
"TRINITY_DN82034_c0_g1_i2",1,"GO:0048820"
"TRINITY_DN82036_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN82036_c0_g1_i1",1,"GO:0045599"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0005164"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0006915"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0007165"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0008270"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0008284"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0009898"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0023019"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0031625"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0031996"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0033209"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0035631"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0042802"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0042981"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0043122"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0043123"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0048255"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0051092"
"TRINITY_DN82049_c0_g1_i1",1,"GO:0097400"
"TRINITY_DN8205_c0_g1_i1",1,"GO:0016324"
"TRINITY_DN8205_c0_g1_i1",1,"GO:0016471"
"TRINITY_DN8205_c0_g1_i1",1,"GO:0046961"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0005737"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0005769"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0015031"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0016020"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0032266"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0034599"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0034605"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0044354"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0045335"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0046872"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0071474"
"TRINITY_DN8207_c0_g1_i4",1,"GO:0080135"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0001504"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0001662"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0002026"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0002087"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0005391"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0005524"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0005890"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0006883"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0006940"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0008217"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0008344"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0008542"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0010996"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0016887"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0019229"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0021764"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0021989"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0030007"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0030315"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0030955"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0031090"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0031402"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0035641"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0036376"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0040011"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0042995"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0043025"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0045822"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0045988"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0046034"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0051087"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0051481"
"TRINITY_DN8208_c0_g1_i1",1,"GO:0071383"
"TRINITY_DN8208_c0_g1_i1",1,"GO:1902600"
"TRINITY_DN8208_c0_g1_i1",1,"GO:1903416"
"TRINITY_DN8208_c0_g1_i1",1,"GO:1990239"
"TRINITY_DN8208_c0_g1_i1",1,"GO:1990573"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0001894"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0005391"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0005524"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0005886"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0005890"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0005918"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0006812"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0006883"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0007268"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0007605"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0007626"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0007630"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0008340"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0008344"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0009266"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0009612"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0016323"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0016887"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0019991"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0030007"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0035158"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0035159"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0036376"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0045202"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0050905"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0051124"
"TRINITY_DN8208_c0_g1_i2",1,"GO:0060439"
"TRINITY_DN8208_c0_g1_i2",1,"GO:1902600"
"TRINITY_DN8208_c0_g1_i2",1,"GO:1990573"
"TRINITY_DN82091_c0_g1_i2",1,NA
"TRINITY_DN8212_c0_g3_i2",1,"GO:0003723"
"TRINITY_DN8212_c0_g3_i2",1,"GO:0005634"
"TRINITY_DN8212_c0_g3_i2",1,"GO:0005654"
"TRINITY_DN8212_c0_g3_i2",1,"GO:0030374"
"TRINITY_DN8212_c0_g3_i2",1,"GO:0045944"
"TRINITY_DN8218_c0_g1_i1",1,NA
"TRINITY_DN82202_c0_g1_i2",1,NA
"TRINITY_DN8222_c0_g1_i2",1,"GO:0000122"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0001750"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0003677"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0005654"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0005730"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0006364"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0042802"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0045087"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0045824"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0045943"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0046872"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0048821"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0050766"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0140297"
"TRINITY_DN8222_c0_g1_i2",1,"GO:0140416"
"TRINITY_DN82236_c0_g1_i3",1,"GO:0008768"
"TRINITY_DN82236_c0_g1_i3",1,"GO:0046872"
"TRINITY_DN82236_c0_g1_i3",1,"GO:0052751"
"TRINITY_DN8225_c0_g1_i2",1,"GO:0005905"
"TRINITY_DN8225_c0_g1_i2",1,"GO:0006886"
"TRINITY_DN8225_c0_g1_i2",1,"GO:0016192"
"TRINITY_DN8225_c0_g1_i2",1,"GO:0030121"
"TRINITY_DN8225_c0_g1_i2",1,"GO:0048471"
"TRINITY_DN8228_c0_g1_i1",1,"GO:0003677"
"TRINITY_DN8228_c0_g1_i1",1,"GO:0003713"
"TRINITY_DN8228_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN8228_c0_g1_i1",1,"GO:0060261"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0001824"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0005730"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0005794"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0006915"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0016567"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0043231"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0046872"
"TRINITY_DN82326_c0_g1_i1",1,"GO:0061630"
"TRINITY_DN82326_c0_g1_i1",1,"GO:2001243"
"TRINITY_DN82330_c0_g2_i1",1,NA
"TRINITY_DN82421_c0_g1_i1",1,"GO:0005506"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0005730"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0016706"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0032453"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0034647"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0045892"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0051864"
"TRINITY_DN82421_c0_g1_i1",1,"GO:0140680"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0000122"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0003697"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0003700"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0003714"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0003729"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0005654"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0006357"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0007219"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0017053"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0045892"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0045893"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0050769"
"TRINITY_DN82439_c0_g1_i2",1,"GO:0061629"
"TRINITY_DN82449_c0_g1_i1",1,"GO:0004252"
"TRINITY_DN82449_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN82449_c0_g1_i1",1,"GO:0006508"
"TRINITY_DN82449_c0_g1_i1",1,"GO:0008242"
"TRINITY_DN82449_c0_g1_i1",1,"GO:0042802"
"TRINITY_DN82449_c0_g1_i1",1,"GO:0050435"
"TRINITY_DN8254_c0_g1_i5",1,"GO:0004722"
"TRINITY_DN8254_c0_g1_i5",1,"GO:0004741"
"TRINITY_DN8254_c0_g1_i5",1,"GO:0005739"
"TRINITY_DN8254_c0_g1_i5",1,"GO:0017018"
"TRINITY_DN82590_c0_g2_i1",1,NA
"TRINITY_DN8259_c0_g1_i4",1,NA
"TRINITY_DN82618_c0_g1_i1",1,NA
"TRINITY_DN82684_c0_g1_i1",1,"GO:0005743"
"TRINITY_DN82684_c0_g1_i1",1,"GO:0005758"
"TRINITY_DN82684_c0_g1_i1",1,"GO:0006631"
"TRINITY_DN82684_c0_g1_i1",1,"GO:0006915"
"TRINITY_DN82684_c0_g1_i1",1,"GO:0016290"
"TRINITY_DN82684_c0_g1_i1",1,"GO:0032587"
"TRINITY_DN82684_c0_g1_i1",1,"GO:0102991"
"TRINITY_DN82704_c0_g1_i1",1,"#N/A"
"TRINITY_DN82721_c0_g1_i1",1,NA
"TRINITY_DN8272_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN8272_c0_g1_i2",1,"GO:0005814"
"TRINITY_DN8272_c0_g1_i2",1,"GO:0005929"
"TRINITY_DN8272_c0_g1_i2",1,"GO:0015031"
"TRINITY_DN8272_c0_g1_i2",1,"GO:0018095"
"TRINITY_DN8272_c0_g1_i2",1,"GO:0036064"
"TRINITY_DN8272_c0_g1_i2",1,"GO:0060271"
"TRINITY_DN82757_c0_g1_i4",1,"GO:0005762"
"TRINITY_DN82769_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0000220"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0008021"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0016020"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0030177"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0030665"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0030672"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0031625"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0033176"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0046961"
"TRINITY_DN8276_c0_g1_i10",1,"GO:0070374"
"TRINITY_DN8276_c0_g1_i10",1,"GO:1902495"
"TRINITY_DN8276_c0_g1_i10",1,"GO:1904093"
"TRINITY_DN82853_c0_g1_i1",1,NA
"TRINITY_DN82856_c0_g1_i2",1,NA
"TRINITY_DN82863_c0_g1_i1",1,NA
"TRINITY_DN8289_c0_g1_i1",1,"GO:0003954"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0005743"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0005747"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0006120"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0008137"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0030308"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0031966"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0032981"
"TRINITY_DN8289_c0_g1_i1",1,"GO:0072593"
"TRINITY_DN8289_c0_g1_i1",1,"GO:2001243"
"TRINITY_DN828_c0_g1_i1",1,"GO:0003842"
"TRINITY_DN828_c0_g1_i1",1,"GO:0004029"
"TRINITY_DN828_c0_g1_i1",1,"GO:0005739"
"TRINITY_DN828_c0_g1_i1",1,"GO:0005759"
"TRINITY_DN828_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN828_c0_g1_i1",1,"GO:0010133"
"TRINITY_DN828_c0_g1_i1",1,"GO:0042802"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0001933"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0001968"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0005178"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0005201"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0005509"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0005604"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0005615"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0007162"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0007566"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0010628"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0016504"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0030198"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0031012"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0042802"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0044877"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0048146"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0062023"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0070051"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0070373"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0071635"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0071953"
"TRINITY_DN82913_c0_g1_i2",1,"GO:0072378"
"TRINITY_DN82913_c0_g1_i2",1,"GO:1900025"
"TRINITY_DN82913_c0_g1_i2",1,"GO:1904188"
"TRINITY_DN82913_c0_g1_i2",1,"GO:1904237"
"TRINITY_DN82913_c0_g1_i2",1,"GO:2000146"
"TRINITY_DN82913_c0_g1_i2",1,"GO:2000647"
"TRINITY_DN82919_c0_g1_i1",1,NA
"TRINITY_DN82932_c0_g1_i1",1,"GO:0000444"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0000776"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0000922"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0003713"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0005794"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0007059"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0008608"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0043231"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0043522"
"TRINITY_DN82932_c0_g1_i1",1,"GO:0051301"
"TRINITY_DN82970_c0_g1_i14",1,NA
"TRINITY_DN82979_c0_g1_i1",1,NA
"TRINITY_DN83011_c0_g1_i4",1,"GO:0005634"
"TRINITY_DN83011_c0_g1_i4",1,"GO:0005737"
"TRINITY_DN83011_c0_g1_i4",1,"GO:0007049"
"TRINITY_DN83011_c0_g1_i4",1,"GO:0051726"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0000038"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0001676"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0004467"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0005524"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0005741"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0005778"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0005783"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0005789"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0047676"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0050197"
"TRINITY_DN8302_c0_g1_i1",1,"GO:0070251"
"TRINITY_DN830_c2_g1_i2",1,NA
"TRINITY_DN83128_c0_g1_i10",1,"GO:0005634"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0000794"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0000976"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0000978"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0000981"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0003700"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0005634"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0005769"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0005789"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0005815"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0006357"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0007076"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0010629"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0012505"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0016363"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0030968"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0032993"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0045944"
"TRINITY_DN8316_c1_g1_i3",1,"GO:0090575"
"TRINITY_DN8316_c1_g1_i3",1,"GO:1903892"
"TRINITY_DN8316_c1_g1_i3",1,"GO:1990440"
"TRINITY_DN8316_c1_g1_i3",1,"GO:1990837"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0004842"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0005856"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0006511"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0007399"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0008092"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0010977"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0010989"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0016567"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0031648"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0032803"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0042632"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0045732"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0046872"
"TRINITY_DN83210_c0_g1_i1",1,"GO:0061630"
"TRINITY_DN83228_c0_g1_i1",1,"GO:0000213"
"TRINITY_DN83228_c0_g1_i1",1,"GO:0000214"
"TRINITY_DN83228_c0_g1_i1",1,"GO:0000379"
"TRINITY_DN83228_c0_g1_i1",1,"GO:0003676"
"TRINITY_DN83228_c0_g1_i1",1,"GO:0006397"
"TRINITY_DN83228_c0_g1_i1",1,"GO:0016829"
"TRINITY_DN8323_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN8323_c0_g1_i1",1,"GO:0005811"
"TRINITY_DN8323_c0_g1_i1",1,"GO:0005886"
