	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84
TRINITY_DN100856_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0
TRINITY_DN10085_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100874_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100874_c1_g1_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRINITY_DN100893_c0_g1_i3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100902_c0_g1_i1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
TRINITY_DN100909_c0_g1_i1	0	1	0	0	0	0	0	0	0	1	1	0	0	3	3	1	1	0	4	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1	0	1	0	2	0	2	0	0
TRINITY_DN100918_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10092_c0_g1_i10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10093_c0_g1_i3	0	10	4	6	0	2	6	7	6	18	9	7	1	5	2	1	2	1	4	2	4	5	3	2	3	4	5	7	8	0	2	2	10	2	8	4	3	2	6	10	3	4	3	4	10	3	0
TRINITY_DN100944_c0_g1_i1	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	1	0	2
TRINITY_DN10094_c0_g1_i10	0	31	12	6	0	4	16	13	27	42	21	13	3	1	4	2	1	2	6	3	3	4	2	3	12	12	21	11	14	0	0	3	5	1	6	2	4	5	3	23	3	0	2	1	3	0	6
TRINITY_DN10096_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	85	109	0	5	9	19	39	36	68	62	86	0	0	0	0	0	0	4	48	89	10	157	101	22	47	92	0	4	29	63	45	140	20	44
TRINITY_DN100977_c0_g1_i1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0
TRINITY_DN100984_c0_g1_i4	0	0	1	0	0	2	0	0	0	0	1	0	0	10	9	10	11	10	16	9	10	14	15	20	0	0	0	0	0	0	23	3	6	4	9	5	9	7	6	0	23	2	4	5	10	5	6
TRINITY_DN100990_c0_g1_i1	0	1	1	0	0	0	3	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRINITY_DN100990_c1_g1_i2	0	3	0	1	0	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0
TRINITY_DN100990_c2_g1_i2	0	17	10	4	0	3	14	10	9	27	16	6	2	4	1	0	2	0	0	0	0	0	0	0	4	1	12	5	10	0	3	0	1	0	0	0	0	0	1	11	2	0	0	0	1	0	0
TRINITY_DN101009_c0_g1_i2	0	10	2	4	0	1	4	5	8	5	9	10	1	2	2	0	0	0	0	0	0	4	4	0	3	1	9	5	3	0	0	0	1	0	3	0	0	0	2	12	0	0	2	0	1	0	0
TRINITY_DN101012_c0_g1_i1	0	25	10	9	0	6	21	12	18	49	15	13	7	24	24	14	10	4	24	17	16	20	19	19	12	7	18	16	6	0	34	25	37	9	26	18	5	18	33	23	18	20	17	13	37	6	18
TRINITY_DN101020_c0_g2_i2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1
TRINITY_DN10102_c0_g2_i1	0	0	1	1	0	0	1	0	3	2	0	1	0	0	1	0	1	2	1	2	1	1	0	1	0	0	0	1	0	0	1	1	0	2	2	0	1	1	0	1	1	1	0	0	1	0	2
TRINITY_DN10102_c0_g2_i4	0	1	0	1	0	1	0	2	0	2	0	2	0	1	1	2	3	1	1	2	0	2	0	1	0	0	1	0	0	0	3	0	1	1	3	1	0	0	1	0	2	2	0	2	1	0	2
TRINITY_DN101039_c0_g1_i1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN101053_c0_g1_i1	0	14	7	2	0	3	21	9	6	31	14	14	3	0	1	4	4	0	2	4	0	10	1	3	9	5	15	15	14	4	0	0	4	1	2	2	2	2	2	21	3	2	0	1	6	1	2
TRINITY_DN10106_c0_g1_i1	0	123	51	65	0	42	147	93	139	357	133	80	23	172	115	45	42	45	99	89	91	112	121	169	55	59	173	96	132	3	104	93	237	52	193	155	72	106	135	196	77	74	108	119	369	45	101
TRINITY_DN101071_c0_g1_i1	0	230	126	99	0	66	186	177	181	376	159	133	46	9	9	23	27	8	22	35	28	25	26	35	75	99	183	125	170	15	63	5	10	7	13	2	13	26	8	209	46	23	19	15	21	6	31
TRINITY_DN101072_c0_g2_i1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5	0	0	1	0	0	0	0	0	1	3	5	1	0	2	0	0	0	0	0	0	4	0	0
TRINITY_DN101079_c0_g1_i1	0	7	3	1	0	0	5	3	5	12	6	5	1	0	1	0	0	0	1	0	0	0	1	0	0	1	6	1	10	0	2	1	3	1	1	0	0	0	5	11	1	2	4	1	4	0	3
TRINITY_DN101095_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
TRINITY_DN101148_c0_g1_i1	0	0	1	3	0	1	1	0	1	8	1	3	0	0	0	0	0	0	0	0	3	3	0	3	1	1	3	3	1	0	0	0	0	1	1	1	0	0	2	7	1	0	0	0	0	0	0
TRINITY_DN10117_c0_g1_i2	0	5	0	0	0	1	5	4	5	5	5	4	4	2	3	0	1	1	1	2	3	4	3	2	0	1	3	3	4	2	2	7	12	2	4	2	3	5	1	2	8	2	0	8	33	9	6
